ИНН,Название,Тип (ЮЛ/ИП),Статус,"Выручка 2023, руб","Выручка 2024, руб","Выручка 2025, руб",Рост %,Флаг роста,"Прибыль 2025, руб",Гендир,Должность,ОКВЭД основной,ОКВЭД доп,Телефон,Email,Сайт,Источник (1С/Битрикс),Сумма продаж у нас,Дата последней продажи
3327852760,"ООО ""ФОРТУНА""",ЮЛ,Действующая,2268000.0,4489000.0,8617000.0,92.0,растёт,512000.0,Агеев Александр Владимирович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,46.47,,,,,1С+Компании,,
7704619015,"Общество с ограниченной ответственностью ""Мероприятие.ру""",ЮЛ,Действующая,0.0,16605000.0,31846000.0,91.8,растёт,551000.0,Чикунов Александр Александрович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,93.2,,,,,1С+Компании,,
7713410404,"ООО ""ЭКСПОДРИМ""",ЮЛ,Действующая,21499000.0,23506000.0,45047000.0,91.6,растёт,11350000.0,Гусев Дмитрий Владимирович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,73.11,,,,,1С+Компании,,
7814434120,Элерон +,ЮЛ,Действующая,204559000.0,171186000.0,327468000.0,91.3,растёт,43708000.0,Пирогов Александр Геннадьевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,96.01,,,,,1С+Компании,54683.0,2019/09/27 16:15:00
7713442974,"ООО ""ЭКОЛАЗЕР""",ЮЛ,Действующая,8958000.0,21011000.0,40138000.0,91.0,растёт,1565000.0,Васильев Денис Игоревич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,16.23,,,,,Компании,,
5047186705,"ООО ""ДИПХАКЛАБ""",ЮЛ,Действующая,102780000.0,160958000.0,306957000.0,90.7,растёт,44302000.0,Киселев Денис Петрович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,62.01,,,,,Компании,,
9725043495,"ООО ""МД СТРОЙ""",ЮЛ,Действующая,1260459000.0,472239000.0,900291000.0,90.6,растёт,-94627000.0,Печикин Алексей Васильевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,41.20,,,,,Компании,,
7730577160,"ООО ""СЕНТРАЛ ПРОПЕРТИЗ""",ЮЛ,Действующая,460844000.0,484117000.0,922665000.0,90.6,растёт,54676000.0,Санина Виктория Владимировна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,70.22,,,,,1С,,
9723107506,"ООО ""ЭГОЗ""",ЮЛ,Действующая,29315000.0,97973000.0,186748000.0,90.6,растёт,14169000.0,Егорова Зоя Сергеевна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,73.11,,,,,Компании,,
9102286919,"ООО ""АКС""",ЮЛ,Действующая,67171000.0,143806000.0,273909000.0,90.5,растёт,2559000.0,Андреева Виктория Юрьевна,ДИРЕКТОР,46.90,,,,,1С,,
9721080055,"ООО ""БЕНЕФИТ ПЛЮС""",ЮЛ,Действующая,49546000.0,30074000.0,57099000.0,89.9,растёт,1760000.0,Прокопьева Анна Константиновна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,46.73.1,,,,,1С+Компании,,
7816035755,ДорХан Северо-Запад,ЮЛ,Действующая,518776000.0,783099000.0,1483175000.0,89.4,растёт,35768000.0,Дайнеко Алексей Петрович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,43.99.5,,,,,1С+Компании,,
6145007709,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭЛИТА ТОРГ""",ЮЛ,Действующая,2701885000.0,2360020000.0,4470241000.0,89.4,растёт,100968000.0,Конюшко Константин Александрович,ДИРЕКТОР,46.39,,,,,1С,,
1655218458,"ООО ""ЭТП""",ЮЛ,Действующая,183978000.0,461945000.0,874835000.0,89.4,растёт,818733000.0,Гольдман Владислав Викторович,Генеральный директор,62.01,,,,,1С,,
6685011379,СК ИНТЕГ,ЮЛ,Действующая,2455885000.0,2197308000.0,4139579000.0,88.4,растёт,11535000.0,Лялин Андрей Игоревич,УПРАВЛЯЮЩИЙ- ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ,41.20.9,,,,,1С+Компании,,
5029232518,"ООО ""ВИТРЕКС""",ЮЛ,Действующая,352922000.0,224614000.0,422638000.0,88.2,растёт,14617000.0,Чапарова Надежда Валерьевна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,46.62,,,,,1С,,
7716695349,Эдисонэнерго,ЮЛ,Действующая,1995370000.0,3170628000.0,5959851000.0,88.0,растёт,-1741958000.0,Печерский Григорий Борисович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,68.20.21,,,,,1С+Компании,,
6671174895,"АО ""ЭКСЕЛЛЕНС ЭКСПЕРТ""",ЮЛ,Действующая,430573000.0,188863000.0,354464000.0,87.7,растёт,22442000.0,Шубочкина Виктория Игоревна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,63.99.1,,,,,1С,,
3257063495,"ООО ""РАРС МЕДИА""",ЮЛ,Действующая,1227586000.0,2159436000.0,4050601000.0,87.6,растёт,95910000.0,Сережкин Ярослав Игоревич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,73.11,,,,,1С,,
6362015577,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАРИЯ""",ЮЛ,Действующая,11836000.0,12818000.0,24011000.0,87.3,растёт,-2124000.0,Кириллова Ольга Александровна,ДИРЕКТОР,47.11,,,,,1С,,
4415007160,"АКЦИОНЕРНОЕ ОБЩЕСТВО ТОРГОВЫЙ ДОМ ""АЛМАЗ-ХОЛДИНГ""",ЮЛ,Действующая,324346000.0,668425000.0,1248633000.0,86.8,растёт,1011000.0,Гумеров Артур Флунович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,47.77.2,,,,,1С,,
9705171890,"ООО ""МАРКЕТ.ТРЕЙД""",ЮЛ,Действующая,45981209000.0,42629061000.0,79638598000.0,86.8,растёт,-1588045000.0,Воронин Андрей Алексеевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,47.91,,,,,1С,,
6670476678,"ООО ""АГ-ХОЛДИНГ""",ЮЛ,Действующая,1769672000.0,1400661000.0,2612498000.0,86.5,растёт,4623000.0,Голубенко Евгений Николаевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,41.20,,,,,1С+Компании,,
6501262375,"ООО ""СКФ ""МИРА.""",ЮЛ,Действующая,0.0,25342000.0,47271000.0,86.5,растёт,56000.0,Ким Вадим Ченманович,ДИРЕКТОР,43.31,,,,,1С,,
9710093944,"АНО ""ЦЕНТР ЗОТОВ КОНСТРУКТИВНОЕ ПРОСТРАНСТВО""",ЮЛ,Действующая,61857000.0,91205000.0,170017000.0,86.4,растёт,69444000.0,Филиппова Дарья Сергеевна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,90.04.2,,,,,1С,,
2225170559,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АСТРО""",ЮЛ,Действующая,299601000.0,215076000.0,400914000.0,86.4,растёт,30461000.0,Вечеринская Дарья Дмитриевна,ДИРЕКТОР,90.01,,,,,1С,,
7727459431,"ООО ГК ""ЛИНКС""",ЮЛ,Действующая,591273000.0,472414000.0,877503000.0,85.7,растёт,91285000.0,Столяров Константин Иванович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,46.90,,,,,1С,,
7708778256,Косметик Пром,ЮЛ,Действующая,232745000.0,266991000.0,495200000.0,85.5,растёт,17377000.0,Жданова Ольга Викторовна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,46.45,,,,,1С+Компании,,
7810310677,Сложный профиль,ЮЛ,Действующая,308085000.0,234637000.0,435276000.0,85.5,растёт,19917000.0,Афанасьева Наталья Викторовна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,31.01,,,,,1С+Компании,,
7724366362,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СДЭК-ЮВАО""",ЮЛ,Действующая,,6106000.0,11310000.0,85.2,растёт,3526000.0,Гончаров Григорий Андреевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,53.20.3,,,,,1С,,
5038187741,"ООО ""РЕСУРС""",ЮЛ,Действующая,,15378000.0,28464000.0,85.1,растёт,523000.0,Савчук Александр Сергеевич,ДИРЕКТОР,47.11,,,,,1С,,
9702001883,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФОРЗА ПИ ЭЙ""",ЮЛ,Действующая,48283000.0,48621000.0,89954000.0,85.0,растёт,1094000.0,Дегтерев Андрей Анатольевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,62.01,,,,,1С,,
7702390280,СИЕНА,ЮЛ,Ликвидация,8553000.0,14354000.0,26531000.0,84.8,растёт,18857000.0,Пухов Вячеслав Александрович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,47.59,,,,,1С+Компании,0.0,2020/11/18 14:48:00
9718152856,"ООО ""АЛЬМА-МАРКЕТ""",ЮЛ,Действующая,11140000.0,17438000.0,32148000.0,84.4,растёт,4766000.0,Мамзелев Василий Владимирович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,46.18,,,,,1С,,
7610107565,"ООО ""АГ ГРУПП""",ЮЛ,Действующая,72353000.0,115623000.0,212875000.0,84.1,растёт,2758000.0,Ермаков Алексей Владимирович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,31.01,,,,,Компании,,
7728351568,"ООО ""ЭТАЖИ МОСКВА""",ЮЛ,Действующая,241661000.0,348255000.0,641003000.0,84.1,растёт,14280000.0,Затонский Евгений Валерьевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,69.10,,,,,Компании,,
7703797865,СПИЛО 999,ЮЛ,Действующая,12092000.0,5892000.0,10834000.0,83.9,растёт,581000.0,Илюхин Владимир Вячеславович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,56.29,,,,,1С+Компании,0.0,
9702045619,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОКМЕД ЭКО""",ЮЛ,Действующая,111636000.0,420501000.0,773065000.0,83.8,растёт,29219000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОКДЕТИ""",,86.10,,,,,1С,,
9104008522,ТРАВЫ ГОРНОГО КРЫМА,ЮЛ,Действующая,119000000.0,105390000.0,192891000.0,83.0,растёт,11584000.0,Залевский Дмитрий Леонидович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,32.99,,,,,1С+Компании,,
4401192843,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИКУС""",ЮЛ,Действующая,10760000.0,10815000.0,19765000.0,82.8,растёт,1661000.0,Смирнов Даниил Александрович,ДИРЕКТОР,31.01,,,,,1С,,
6679139814,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАТРИКС ГРУП""",ЮЛ,Действующая,22748000.0,25124000.0,45927000.0,82.8,растёт,5466000.0,Злоказова Анна Сергеевна,ДИРЕКТОР,93.29.9,,,,,1С,,
7727295173,"ООО ""ЭВЕРЕСТ""",ЮЛ,Действующая,102918000.0,125152000.0,228783000.0,82.8,растёт,544000.0,Гарибян Виталий Рафикович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,68.32.2,,,,,1С+Компании,,
9715386020,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГИМНАЗИЯ ИМЕНИ СОФЬИ НИКОЛАЕВНЫ НЮБЕРГ""",ЮЛ,Действующая,13757000.0,22193000.0,40364000.0,81.9,растёт,69000.0,Родионова Софья Александровна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,88.91,,,,,1С,,
6234096820,СЕВЕРНАЯ КОМПАНИЯ,ЮЛ,Действующая,12534000.0,11829000.0,21466000.0,81.5,растёт,71579000.0,Соловьёв Виталий Николаевич,ДИРЕКТОР,41.20,,,,,1С+Компании,,
7703728283,Гнездо,ЮЛ,Действующая,129697000.0,131186000.0,237959000.0,81.4,растёт,-28700000.0,Охрименко Оксана Игоревна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,47.7,,,,,1С+Компании,,
7806209667,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СНДГРУП""",ЮЛ,Действующая,80743000.0,42520000.0,77127000.0,81.4,растёт,3549000.0,Квашенкина Ольга Евгеньевна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,72.19,,,,,1С,,
7735520016,"ООО ""ПРЕСТИЖ"" Автосервис",ЮЛ,Действующая,107239000.0,98792000.0,179249000.0,81.4,растёт,10862000.0,Широков Григорий Николаевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,45.20,,,,,1С+Компании,,
7728311251,ФРЕШСЕРВИС,ЮЛ,Действующая,93019000.0,111254000.0,201733000.0,81.3,растёт,5403000.0,Бурьян Александр Валентинович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,56.10,,,,,1С+Компании,,
3124008664,"ООО ПКФ ""МАКСФИЛ""",ЮЛ,Действующая,180321000.0,98213000.0,177932000.0,81.2,растёт,24922000.0,Бут Роберт Александрович,ГЕНЕРАЛЬНЫЙ  ДИРЕКТОР,15.12,,,,,Компании,,
7707781591,"ООО ""ХУДЯКОВ ПРОДАКШН""",ЮЛ,Действующая,244198000.0,329118000.0,594612000.0,80.7,растёт,24055000.0,Никифоров Андрей Сергеевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,59.11,,,,,1С+Компании,,
2320236810,"ООО ""КАМПУС""",ЮЛ,Действующая,225196000.0,197669000.0,357045000.0,80.6,растёт,-12320000.0,Саттаров Латиф Маликович,ДИРЕКТОР,55.10,,,,,Компании,,
7718195662,"ООО ""ЦПОСН ""ОРТОМОДА""",ЮЛ,Действующая,226692000.0,346103000.0,624683000.0,80.5,растёт,88224000.0,Волкова Наталия Валерьевна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,32.50,,,,,Компании,,
7325106891,"ООО ""ИНДЕКС-ПРИВОЛЖЬЕ""",ЮЛ,Действующая,24568000.0,29544000.0,53298000.0,80.4,растёт,-1662000.0,Ильин Валерий Александрович,ДИРЕКТОР,71.11.1,,,,,Компании,,
5029280913,"ООО ""ФЭМИЛИ""",ЮЛ,Действующая,,8036000.0,14475000.0,80.1,растёт,109000.0,Горячковская Анастасия Владимировна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,73.11,,,,,1С,,
7722831092,"ООО ""ЛАЛИБЕЛА КОФЕ""",ЮЛ,Действующая,647000000.0,1886387000.0,3394975000.0,80.0,растёт,274025000.0,Гущин Дмитрий Георгиевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,10.83,,,,,1С,,
3702556700,"ООО ""БИНСТРОЙ""",ЮЛ,Действующая,32356000.0,19591000.0,35239000.0,79.9,растёт,1129000.0,Барановский Игорь Николаевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,41.20,,,,,1С+Компании,4852.0,2020/10/13 20:40:00
7727735748,"ООО ""КОРЕНЬЛАЙТ""",ЮЛ,Действующая,36144000.0,40954000.0,73629000.0,79.8,растёт,783000.0,Кашкадов Сергей Михайлович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,46.1,,,,,1С+Компании,,
7706432196,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЕЛБУД""",ЮЛ,Действующая,71276000.0,75081000.0,134815000.0,79.6,растёт,3973000.0,Ивановский Анатолий Анатольевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,41.20,,,,,1С,,
5047291379,"ООО ""АКВАТОРИЯ""",ЮЛ,Действующая,,98219000.0,176335000.0,79.5,растёт,5367000.0,Коваленко Анна Николаевна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,93.13,,,,,1С,,
9103013992,"ООО ""ИЛВИА верный",ЮЛ,Действующая,22258000.0,37421000.0,67128000.0,79.4,растёт,-99573000.0,Иванов Виталий Эрикович,ДИРЕКТОР,93.29.9,,,,,1С+Компании,,
7704471915,Голякова Татьяна Евгеньевна,ЮЛ,Действующая,11983000.0,13552000.0,24287000.0,79.2,растёт,298000.0,Нажи Татьяна Евгеньевна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,10.13,,,,,1С+Компании,,
2310231033,"ООО ""ДЕМЕТРА""",ЮЛ,Действующая,33073000.0,105492000.0,189093000.0,79.2,растёт,15922000.0,Каревский Виталий Викторович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,73.11,,,,,Компании,,
2311170048,"ООО ""СК-ЮГ""",ЮЛ,Действующая,48957000.0,47902000.0,85822000.0,79.2,растёт,623000.0,Кондратова Екатерина Анатольевна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,46.90,,,,,1С+Компании,,
7727819116,"ООО ""ГЛОБАЛ КЛИМАТ""",ЮЛ,Действующая,93070000.0,112381000.0,201260000.0,79.1,растёт,778000.0,Аверьянов Андрей Сергеевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,43.22,,,,,Компании,,
2723124160,"ООО ""КУТЫНСКАЯ ГГК""",ЮЛ,Действующая,16724235000.0,19442185000.0,34771381000.0,78.8,растёт,17181288000.0,Балабеков Руслан Эфлетдинович,УПРАВЛЯЮЩИЙ ДИРЕКТОР,24.41,,,,,Компании,,
3255043581,"ООО ""РЕВАНШ""",ЮЛ,Действующая,114655000.0,220005000.0,393297000.0,78.8,растёт,15530000.0,Орлов Андрей Валерьевич,ДИРЕКТОР,47.11,,,,,1С+Компании,,
9705045790,"ООО ""ИНТЕРАКТИВГРУПП""",ЮЛ,Действующая,20514000.0,31838000.0,56907000.0,78.7,растёт,5841000.0,Турчин Василий Викторович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,62.09,,,,,1С+Компании,,
7017388352,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРБАТ. ГРУППА КОМПАНИЙ""",ЮЛ,Действующая,16370000.0,16137000.0,28720000.0,78.0,растёт,924000.0,Ризванов Дмитрий Ришатович,ДИРЕКТОР,46.43,,,,,1С,,
7707814279,АртДекор,ЮЛ,Действующая,5354000.0,37257000.0,66173000.0,77.6,растёт,-12292000.0,Прибыш Ирэна Александровна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,16.29,,,,,1С+Компании,,
7106530339,"ООО ""ЗТЛ""",ЮЛ,Действующая,58595000.0,63745000.0,113054000.0,77.4,растёт,26077000.0,Романов Алексей Викторович,ДИРЕКТОР,86.23,,,,,1С+Компании,52100.0,2020/09/08 19:42:00
7702409213,"ООО ПСК ""КОРС""",ЮЛ,Действующая,19162000.0,3421000.0,6061000.0,77.2,растёт,198000.0,Лапочкин Лев Юрьевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,25.11,,,,,1С+Компании,8990.0,2020/06/29 17:52:00
9729277984,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ГРУППА КОМПАНИЙ ""СТИЛЬ КОМПЛЕКТ""",ЮЛ,Действующая,504163000.0,739540000.0,1309996000.0,77.1,растёт,118225000.0,Коненков Валерий Владимирович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,46.90,,,,,1С,,
6671313718,ПРОМО-ТV,ЮЛ,Действующая,36547000.0,77915000.0,138007000.0,77.1,растёт,833000.0,Дремин Дмитрий Викторович,ДИРЕКТОР,58.11,,,,,1С+Компании,,
5044065519,ЛИДЕР ПЛЮС,ЮЛ,Действующая,249686000.0,297627000.0,526936000.0,77.0,растёт,70499000.0,Музалев Дмитрий Александрович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,56.10,,,,,1С+Компании,,
7810740655,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГОРОДСКОЙ ОПЕРАТОР СВЯЗИ""",ЮЛ,Действующая,142584000.0,464374000.0,822076000.0,77.0,растёт,603655000.0,Афанасьев Андрей Анатольевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,62.03,,,,,1С,,
7706471526,"ЧУК ""МУЗЕЙ ""ГАРАЖ""",ЮЛ,Действующая,29187000.0,60162000.0,105999000.0,76.2,растёт,51835000.0,Котова Дарья Сергеевна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,91.02,,,,,1С+Компании,,
7724360032,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВОПЛАСТ""",ЮЛ,Действующая,145108000.0,226244000.0,397493000.0,75.7,растёт,6606000.0,Шибанов Илья Игоревич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,22.23,,,,,1С,,
5003144391,"ООО ""НТ""",ЮЛ,Действующая,186276000.0,208746000.0,366841000.0,75.7,растёт,57037000.0,Анучин Илья Александрович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,62.01,,,,,Компании,,
8601024787,"ООО ""КВАРТАЛ""",ЮЛ,Действующая,2530551000.0,2194852000.0,3854078000.0,75.6,растёт,151007000.0,Балесный Василий Иванович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,41.20.9,,,,,1С,,
4029064830,"ООО ""ЦСС""",ЮЛ,Действующая,28427000.0,10034000.0,17622000.0,75.6,растёт,116000.0,Пинтелин Андрей Валерьевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,25.11,,,,,Компании,,
5262394087,"ООО ""ЛЕДСЕРВИС""",ЮЛ,Действующая,,74706000.0,130991000.0,75.3,растёт,5523000.0,Берсенев Роман Викторович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,46.47.2,,,,,1С,,
6672153746,"ООО ""БУМЕРАНГ""",ЮЛ,Действующая,7733000.0,7434000.0,13015000.0,75.1,растёт,2213000.0,Воробьева Ольга Анатольевна,ДИРЕКТОР,73.11,,,,,1С+Компании,104760.0,2018/10/16 14:44:00
5003132621,"ООО ""ХОУМ ЭКСПЕРТ""",ЮЛ,Действующая,619763000.0,979744000.0,1712293000.0,74.8,растёт,30478000.0,Гольят Ольга Валерьевна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,46.90,,,,,1С,,
2310209905,"ООО ""М-ПЛЮС""",ЮЛ,Действующая,35002000.0,81622000.0,142620000.0,74.7,растёт,66988000.0,Измайлов Александр Закирович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,70.22,,,,,Компании,,
2635211872,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕГАПОЛИС""",ЮЛ,Действующая,2035000.0,669000.0,1167000.0,74.4,растёт,1083000.0,Тарасов Андрей Николаевич,ДИРЕКТОР,68.10.21,,,,,1С,,
7106085416,АПТЕЧНЫЙ КРАЙ,ЮЛ,Действующая,678148000.0,959996000.0,1673690000.0,74.3,растёт,-41359000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРАТЕГИЯ ФАРМА""",,47.73,,,,,1С+Компании,,
5029120275,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ССТЭНЕРГОМОНТАЖ""",ЮЛ,Действующая,1734586000.0,2121638000.0,3697165000.0,74.3,растёт,4604000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ССТИНВЕСТ""",,46.69.9,,,,,1С,,
6501240639,СОЛНЦЕТЕЛЕКОМ ООО,ЮЛ,Действующая,70981000.0,13197000.0,22977000.0,74.1,растёт,21642000.0,Петрушов Александр Гиленович,Управляющий - индивидуальный  предприниматель,61.10,,,,,1С+Компании,,
5029238809,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПК ЭКСПО-ЛЮКС""",ЮЛ,Действующая,43447000.0,21891000.0,38018000.0,73.7,растёт,-1648000.0,Галинский Сергей Николаевич,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,82.30,,,,,1С,,
3123393452,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НИКС-БЕЛГОРОД""",ЮЛ,Действующая,194068000.0,225093000.0,390095000.0,73.3,растёт,674000.0,Куташев Евгений Валерьевич,ДИРЕКТОР,46.51,,,,,1С,,
7730699137,"ООО ""МЕДИЦИНСКИЙ ЦЕНТР АТЛАС""",ЮЛ,Действующая,475412000.0,978917000.0,1696770000.0,73.3,растёт,-110070000.0,Лемберг Ксения Александровна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,86.21,,,,,1С+Компании,,
7720377966,"ООО ""МСВ""",ЮЛ,Действующая,9694000.0,6384000.0,11065000.0,73.3,растёт,206000.0,Мансветов Сергей Владимирович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,47.91,,,,,1С+Компании,,
5258136213,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРИ КИТА""",ЮЛ,Действующая,3034000.0,100000.0,173000.0,73.0,растёт,11000.0,Новиков Александр Сергеевич,ДИРЕКТОР,93.11,,,,,1С,,
7717560440,Ремстройтрест «Гарант»,ЮЛ,Действующая,122783000.0,160204000.0,277138000.0,73.0,растёт,-1866000.0,Чернорай Александр Михайлович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,41.2,,,,,1С+Компании,,
9722014785,"ООО ""КОРПУС ВИ""",ЮЛ,Действующая,15836000.0,13186000.0,22797000.0,72.9,растёт,2438000.0,Гикашвили Наталья Георгиевна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,73.11,,,,,1С,,
7725690851,"ООО ""САЧА""",ЮЛ,Действующая,201219000.0,151297000.0,261257000.0,72.7,растёт,9071000.0,Федоровская Людмила Федоровна,ИСПОЛНИТЕЛЬНЫЙ ДИРЕКТОР,24.41,,,,,1С+Компании,,
7810940485,"ООО ""ТОПС ТУР""",ЮЛ,Действующая,8414000.0,8760000.0,15130000.0,72.7,растёт,3959000.0,Кузьмина Наталия Владимировна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,79.11,,,,,Компании,,
5260012945,"ООО НПФ ""МЕТАЛЛИМПРЕСС""",ЮЛ,Действующая,4576648000.0,6871814000.0,11853943000.0,72.5,растёт,55594000.0,Пестряков Алексей Владимирович,ДИРЕКТОР,41.20.9,,,,,1С+Компании,0.0,
5038187822,"ООО ""ГТГ""",ЮЛ,Действующая,,14407000.0,24835000.0,72.4,растёт,3951000.0,Третьяков Сергей Александрович,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,33.12,,,,,1С,,
7710915132,"ООО ""МЯТА""",ЮЛ,Действующая,16567000.0,21606000.0,37240000.0,72.4,растёт,-8973000.0,Сергеева Анна Евгеньевна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,56.10,,,,,1С+Компании,8430.0,2020/01/09 19:36:00
9701102769,"ООО ""ОПТСНАБ""",ЮЛ,Действующая,26883000.0,15342000.0,26442000.0,72.4,растёт,-5978000.0,Кузнецова Наталья Геннадьевна,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,46.90,,,,,Компании,,
